Merchant Name,Aug 20,Sep 20,Okt 20,Nov 20,Dez 20,Jan 21,Feb 21,Mär 21,Apr 21,Mai 21,Jun 21,Jul 21,Aug 21,Sep 21,Okt 21,Nov 21,Dez 21,Jan 22,Feb 22,Mär 22,Apr 22,Mai 22,Jun 22,Jul 22,Aug 22,Sep 22
Merchant 1532,0,0,0,0,0,0,0,0,0,5,0,0,0,15,7,9,16,88,2,11,2,11,0,15,0,59
Merchant 1533,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1534,0,0,0,0,0,0,15,31,31,24,45,73,39,44,85,92,92,80,83,92,79,100,116,88,88,0
Merchant 1535,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,0,0,5,0,0,2
Merchant 1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,353,111,111,761,138,131,85,142
Merchant 1537,0,0,0,0,0,0,0,0,0,0,0,351,0,6,466,3,2,525,2,0,582,488,22,650,11,30
Merchant 1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1539,0,0,0,0,0,0,0,15,35,39,44,45,48,53,59,59,77,45,65,66,62,65,68,68,72,74
Merchant 1540,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,2,2,0,0,5,2,2,2,3
Merchant 1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1542,0,0,0,0,0,0,0,0,0,0,0,0,38,55,0,0,0,76,0,85,2,0,100,0,0,111
Merchant 1543,0,0,0,0,0,0,0,0,0,0,0,119,0,0,197,2,0,316,2,6,299,0,88,351,6,2
Merchant 1544,0,0,0,0,0,0,0,0,0,0,13,3,0,2,7,0,7,63,0,17,9,0,51,0,11,5
Merchant 1545,0,0,0,0,0,0,0,0,0,5,2,2,2,5,3,6,5,7,5,7,5,7,11,11,7,7
Merchant 1546,0,0,0,0,0,0,0,0,0,2,0,131,150,200,181,197,151,235,188,266,222,236,223,220,255,218
Merchant 1547,0,0,0,0,0,0,0,0,17,27,46,38,37,38,39,46,44,42,37,34,70,59,55,63,68,72
Merchant 1548,0,0,0,0,0,0,0,0,3,0,0,22,0,0,30,22,0,48,0,0,55,0,0,61,0,0
Merchant 1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0
Merchant 1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0
Merchant 1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,11,11,26
Merchant 1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,31,11,9,48,11,7,85,9,9,98
Merchant 1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,3,7,3,2,2,0
Merchant 1554,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,2,17,61,1089,56,52,55,5,90,74
Merchant 1555,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,0,0,0,6,0,18,15,0,15
Merchant 1556,0,0,0,0,0,0,0,0,16,2,15,0,0,2,6,3,3,34,46,16,61,7,22,11,22,2
Merchant 1557,0,0,0,0,0,0,0,0,0,24,0,0,6,9,27,13,31,9,6,5,18,153,3,17,13,2
Merchant 1558,0,0,0,0,0,0,0,0,11,3,0,101,7,9,2,62,100,5,473,3,11,2,7,218,6,18
Merchant 1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,57,0,0
Merchant 1560,0,0,0,0,0,0,0,0,0,0,0,5,6,2,79,2,0,76,0,42,33,26,107,30,38,28
Merchant 1561,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,26,0,28,0,5,3,33,0,0
Merchant 1562,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,70,38,41,216,35,35,264,33,44,283
Merchant 1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,118,192,402,290,371,566,340,527,646,471
Merchant 1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,3,18,31,50
Merchant 1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,22,101,26,31,146
Merchant 1568,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,20,0,0,0,0,0,34,0,7,0
Merchant 1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,35,22,22,22,6,20,22
Merchant 1570,0,0,0,0,0,0,0,0,0,18,39,39,37,50,46,51,42,38,41,44,73,45,42,41,39,56
Merchant 1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Merchant 1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2343,3136,5111,2073,2955,3645
Merchant 1573,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,13,0,0,0,20,0,11
Merchant 1574,0,0,0,0,0,0,0,0,0,0,0,2,31,968,166,417,2679,227,1065,2949,275,1347,3587,316,1558,4081
Merchant 1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,9,9,11,0,0
Merchant 1576,0,0,0,0,0,0,0,0,0,0,0,3,5,37,0,50,1341,3522,59,0,0,6470,53,0,87,7090
Merchant 1577,0,0,0,0,0,0,0,0,0,170,226,243,253,281,281,292,286,300,307,308,301,294,275,232,253,257
Merchant 1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,5,3,15,7,0,0,3,3,0
Merchant 1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,24,24,26,31,45,34,24,26,27
Merchant 1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,3,9,18,6,3,30,3,9
Merchant 1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,11,2,5
Merchant 1582,0,0,0,0,0,0,0,0,0,5,0,186,5,9,504,11,18,654,16,11,997,18,20,1107,20,18
Merchant 1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1584,0,0,0,0,0,0,0,0,0,0,0,30,68,137,130,98,225,141,161,292,177,211,325,153,218,441
Merchant 1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Merchant 1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Merchant 1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,567,573,3530,721,743,5202,817,946,6420
Merchant 1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,2
Merchant 1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,13,0,0,11,0,3
Merchant 1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,28,33
Merchant 1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,48,3,6,0,5,3
Merchant 1595,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,3,3,2,11,6,6
Merchant 1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,2,2,138,0,3
Merchant 1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0
Merchant 1598,0,0,0,0,0,0,0,0,0,0,0,46,72,90,88,91,177,292,296,342,368,406,674,778,826,804
Merchant 1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,7,0
Merchant 1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Merchant 1601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,328,23387,493,249,24225,262,258
Merchant 1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,3,0
Merchant 1603,0,0,0,0,0,0,0,0,0,0,5,0,68,113,85,83,90,92,105,91,91,94,96,92,91,103
Merchant 1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,5,5,5,16,0,11
Merchant 1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1608,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,204,37,238,226,9,15,15,572,31,3,20
Merchant 1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,192,76,57,226,38,50,257,51,42,266
Merchant 1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
Merchant 1611,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,27,3,6,6,92,103
Merchant 1612,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1613,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1614,0,0,0,0,0,0,0,0,0,0,0,0,6,11,22,46,55,57,53,55,61,65,76,72,80,80
Merchant 1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,186,0,0,216,0,0,244,0,0
Merchant 1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,90,101,1271,130,144,1925
Merchant 1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,45,863,308,379,441,696,599,634,754,552,942
Merchant 1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,2,0,0,0,2,0
Merchant 1619,0,0,0,0,0,0,0,0,0,0,0,0,0,2,85,148,204,233,4300,1024,2704,1797,1787,1347,1107,1677
Merchant 1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Merchant 1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,26,0,0
Merchant 1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Merchant 1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1624,0,0,0,0,0,0,0,0,0,0,0,2,0,2,15,0,0,0,0,0,0,0,18,0,0,0
Merchant 1625,0,0,0,0,0,0,0,0,0,0,0,0,11,272,74,76,969,216,188,1207,120,113,1201,253,153,1236
Merchant 1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1627,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,73,2,33,101,41,0,116,2,44,126,0
Merchant 1628,0,0,0,0,0,0,0,0,0,0,0,0,0,153,45,277,353,436,477,497,532,540,606,906,785,2242
Merchant 1629,0,0,0,0,0,0,0,0,0,0,0,0,72,3,20,79,235,70,463,24,48,565,2,57,612,6
Merchant 1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,212,2,0,296,2,6,425,2,0
Merchant 1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
Merchant 1632,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,3,0,312,6,441,11,11,502,3,0,556
Merchant 1633,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,11,0,0,46,9,16,6,0,11,2,5
Merchant 1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,0,111,0,0,155,0,3,194,2,2
Merchant 1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26
Merchant 1637,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,13,6,13,20,11,11,15,24,18,11,17
Merchant 1638,0,0,0,0,0,0,0,0,0,0,0,0,11,66,48,70,87,74,79,85,96,62,88,59,115,111
Merchant 1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,0,0,0,3,74,70,15,0
Merchant 1640,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,2,5,5,6,5,15,15,17,15
Merchant 1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,11,16,26,2,22,11,0
Merchant 1643,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Merchant 1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,2,0,13,18,57,0,2
Merchant 1645,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,50,11,0,2,2,11,2,0,34,0,98
Merchant 1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,205,0,0,0,203,0,247,0,0
Merchant 1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Merchant 1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,2,0,0,0,2,0,3
Merchant 1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Merchant 1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,33,0,0,15,0,0,41,0,3
Merchant 1651,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,9,7,0,55,141,18,0,28,5,0
Merchant 1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Merchant 1653,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0
Merchant 1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,48,6,3,11,11
Merchant 1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,62,5,37,0,0,133,2
Merchant 1657,0,0,0,0,0,0,0,0,0,0,0,0,0,162,123,159,510,211,212,675,247,233,724,297,260,963
Merchant 1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,11,52,28,33,96
Merchant 1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,3,6,3,3
Merchant 1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,183,240,300,342,377,396,414,408,366,691
Merchant 1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,5,7
Merchant 1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,13,0,0,0,0,0,0,0,0
Merchant 1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Merchant 1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,3,85,0,127,44,66,35,44,41,41
Merchant 1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
Merchant 1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Merchant 1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,11,0,0
Merchant 1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Merchant 1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,31
Merchant 1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,41,61,57,96,56,94,115,126,277,53
Merchant 1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,16,0,5
Merchant 1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,5,0,0,0,0,0
Merchant 1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,79,0,0
Merchant 1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0
Merchant 1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,35,42,44,72,48,62,61,66,73,68
Merchant 1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Merchant 1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,606,495,216,9,545,646,11,575
Merchant 1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Merchant 1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
Merchant 1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,5,22,5,20,11
Merchant 1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,6,0
Merchant 1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0
Merchant 1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,55,46,59,57,65,57,63,92
Merchant 1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Merchant 1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,37,50,33,53
Merchant 1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
Merchant 1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,456,0,0,643,3,15
Merchant 1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,5,7,159,9,9,218,11,9
Merchant 1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,289,45,57,724,80,79,881,96,85
Merchant 1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,35,6,13,5,243,38,70,24,9,3,476
Merchant 1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Merchant 1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Merchant 1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Merchant 1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Merchant 1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,7,5
Merchant 1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,15
Merchant 1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Merchant 1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,0,0,0,0
Merchant 1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,18,6,11,28,247,27,22,18,16
Merchant 1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,88,53,96,102,107,105,90,102,87,124
Merchant 1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
Merchant 1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,17,22,11,16,6,11
Merchant 1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Merchant 1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,120,170,190,208,218,239,242,258,255,266
Merchant 1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,0
Merchant 1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9
Merchant 1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18
Merchant 1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Merchant 1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,24,15,16,18,22,20,30,26,33
Merchant 1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,22
Merchant 1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Merchant 1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Merchant 1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2,200,0,0,268,5,0
Merchant 1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Merchant 1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,44,37,46,45,65,57,34,52
Merchant 1737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,15,0,22,20,22,24,22,22
Merchant 1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
Merchant 1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,35,0,0
Merchant 1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,5,0
Merchant 1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0
Merchant 1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,440,467,652,538,536,708,558,549
Merchant 1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,6,11,5,3,0,2
Merchant 1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,113
Merchant 1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
Merchant 1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,42,41,61,55,72,68,61,57
Merchant 1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,13,28,15,0
Merchant 1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,5,5,0,13
Merchant 1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,87,2,2,331,3,0
Merchant 1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,270,6,299
Merchant 1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,11,13,6,7,2,3
Merchant 1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,38,3,5,51,6,13
Merchant 1758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Merchant 1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,30
